sample_index,dice_score,iou_score,uncertainty,precision,recall,f1_score,specificity
24,1.0,3.8146963561302982e-06,0.0001966102,0.0,0.0,0.0,0.9999999999961853
25,0.9920675754547119,0.984253466129303,0.34976184,0.98943392239216,0.9947153176120671,0.9920675910108193,0.9982181675590757
26,0.993781566619873,0.9876334071159363,0.3494947,0.9920584498094028,0.9955106919909683,0.9937815727715092,0.9986636911478507
27,0.9950127601623535,0.9900683164596558,0.34924844,0.994116087993639,0.9959109978227391,0.9950127334465195,0.9990110565613323
28,0.9932303428649902,0.9865450859069824,0.348833,0.9943654485049834,0.9920977963989287,0.9932303281299777,0.9990553973747218
29,0.9924031496047974,0.9849143028259277,0.34835672,0.9937649880095923,0.9910450934020674,0.9924031770951133,0.9989577348058716
30,0.9911236763000488,0.9823969006538391,0.34789914,0.9887805529584613,0.9934779107842611,0.9911236662070073,0.9981323870716802
31,0.9930558204650879,0.986200749874115,0.3474271,0.990966116234184,0.9951543866261071,0.9930558353816604,0.9985022022471477
32,0.9945257902145386,0.9891045093536377,0.3470369,0.9938440860215054,0.995208484750599,0.9945258174286137,0.9989821995999956
33,0.9927324056625366,0.9855630397796631,0.3464191,0.9934691674537849,0.9919967663702506,0.9927324209532798,0.9989246069438443
