sample_index,dice_score,iou_score,uncertainty,precision,recall,f1_score,specificity
200,1.0,3.8146963561302982e-06,0.0001340537,0.0,0.0,0.0,0.9999999999961853
201,1.0,3.8146963561302982e-06,0.00017897252,0.0,0.0,0.0,0.9999999999961853
202,1.0,3.8146963561302982e-06,0.00012942536,0.0,0.0,0.0,0.9999999999961853
203,1.0,3.8146963561302982e-06,0.00012956264,0.0,0.0,0.0,0.9999999999961853
204,1.0,3.8146963561302982e-06,0.000139108,0.0,0.0,0.0,0.9999999999961853
205,1.0,3.8146963561302982e-06,0.00014294698,0.0,0.0,0.0,0.9999999999961853
206,1.0,3.8146963561302982e-06,0.0001445749,0.0,0.0,0.0,0.9999999999961853
207,1.0,3.8146963561302982e-06,0.0001436501,0.0,0.0,0.0,0.9999999999961853
208,1.0,3.8146963561302982e-06,0.00015170412,0.0,0.0,0.0,0.9999999999961853
209,1.0,3.8146963561302982e-06,0.00015943649,0.0,0.0,0.0,0.9999999999961853
210,1.0,3.8146963561302982e-06,0.00016509634,0.0,0.0,0.0,0.9999999999961853
211,1.0,3.8146963561302982e-06,0.00017365557,0.0,0.0,0.0,0.9999999999961853
212,1.0,3.8146963561302982e-06,0.00022268305,0.0,0.0,0.0,0.9999999999961853
213,1.0,3.8146963561302982e-06,0.00017631824,0.0,0.0,0.0,0.9999999999961853
214,1.0,3.8146963561302982e-06,0.00018805555,0.0,0.0,0.0,0.9999999999961853
215,1.0,3.8146963561302982e-06,0.00018930846,0.0,0.0,0.0,0.9999999999961853
216,1.0,3.8146963561302982e-06,0.00020130683,0.0,0.0,0.0,0.9999999999961853
217,1.0,3.8146963561302982e-06,0.0002340115,0.0,0.0,0.0,0.9999999999961853
218,1.0,3.8146963561302982e-06,0.00027263892,0.0,0.0,0.0,0.9999999999961853
219,1.0,3.8146963561302982e-06,0.0003875165,0.0,0.0,0.0,0.9999999999961853
220,1.0,3.8146963561302982e-06,0.0006121614,0.0,0.0,0.0,0.9999999999961853
221,1.0,3.8146963561302982e-06,0.001157566,0.0,0.0,0.0,0.9999999999961853
222,1.6666663782416435e-07,1.5968983291259065e-07,0.004265331,0.0,0.0,0.0,0.9999771118125916
223,1.0,3.8146963561302982e-06,0.00018983445,0.0,0.0,0.0,0.9999999999961853
224,1.0,3.8146963561302982e-06,0.00013783558,0.0,0.0,0.0,0.9999999999961853
225,1.6666663782416435e-07,1.5968983291259065e-07,0.0043811575,0.0,0.0,0.0,0.9999771118125916
226,1.0,3.8146963561302982e-06,0.0001587236,0.0,0.0,0.0,0.9999999999961853
227,1.0,3.8146963561302982e-06,0.00016205238,0.0,0.0,0.0,0.9999999999961853
228,1.0,3.8146963561302982e-06,0.00015281602,0.0,0.0,0.0,0.9999999999961853
229,1.0,3.8146963561302982e-06,0.00015256752,0.0,0.0,0.0,0.9999999999961853
230,1.0,3.8146963561302982e-06,0.00024623534,0.0,0.0,0.0,0.9999999999961853
231,1.0,3.8146963561302982e-06,0.0018579721,0.0,0.0,0.0,0.9999999999961853
232,1.0,3.8146963561302982e-06,0.0019162562,0.0,0.0,0.0,0.9999999999961853
233,1.0,3.8146963561302982e-06,0.00021935099,0.0,0.0,0.0,0.9999999999961853
234,1.0,3.8146963561302982e-06,0.00021360282,0.0,0.0,0.0,0.9999999999961853
235,1.0,3.8146963561302982e-06,0.0002370979,0.0,0.0,0.0,0.9999999999961853
236,9.99999087980541e-07,7.923027851575171e-07,0.0026652694,0.0,0.0,0.0,0.9999961852989196
237,1.0,3.8146963561302982e-06,0.00022959855,0.0,0.0,0.0,0.9999999999961853
238,1.0,3.8146963561302982e-06,0.00015123784,0.0,0.0,0.0,0.9999999999961853
239,1.0,3.8146963561302982e-06,0.00013697793,0.0,0.0,0.0,0.9999999999961853
240,1.0,3.8146963561302982e-06,0.00013189399,0.0,0.0,0.0,0.9999999999961853
241,1.0,3.8146963561302982e-06,0.00012661502,0.0,0.0,0.0,0.9999999999961853
242,1.0,3.8146963561302982e-06,0.0001251427,0.0,0.0,0.0,0.9999999999961853
243,1.0,3.8146963561302982e-06,0.0001335144,0.0,0.0,0.0,0.9999999999961853
244,1.0,3.8146963561302982e-06,0.0039050488,0.0,0.0,0.0,0.9999999999961853
245,1.0,3.8146963561302982e-06,0.0008477435,0.0,0.0,0.0,0.9999999999961853
